income,age,credit_score,loan_amount,tenure_months,dependents,monthly_debt
41194.78847005557,29,572.9501834314077,186564.39260882387,263,2,1723.9824478419007
20333.30016815421,68,510.9399734212831,183589.37994233234,14,0,2036.2556234873894
56126.602790646604,56,571.7457850808156,250114.46997516113,159,4,1908.8939997998352
58876.09214691793,41,794.2038754804274,137593.21223325245,31,4,1121.568344570016
38214.44352740866,63,700.5609162916727,268287.13155831984,294,2,2202.3731074363563
48992.4556487773,19,523.3116032091741,152025.94576544335,102,2,882.9119961797385
51937.99136165415,47,631.9410339423247,140880.81992005155,287,3,3249.9587020194303
56540.77098098132,50,680.98893306347,219101.7995662577,69,3,1536.1479633454933
80572.36829135763,56,661.1856057613267,165414.65080890956,97,3,518.135340802909
66239.49838480409,20,600.423985813972,193673.03637626412,63,3,1521.8380088277022
61654.80383356559,52,788.3255561617165,202268.14533982464,149,1,2820.2023868487317
66488.30695527523,35,670.476236922223,129777.64019964053,222,3,2670.431072101824
72186.91807718865,52,741.2843330082972,258206.8185318871,131,4,2548.046501798289
28362.733526539054,35,584.0614565428631,211258.14405410175,318,0,1888.6497378295217
28179.067481136775,39,655.2325895470718,106995.35006904637,118,0,1826.2196867373639
44146.12852252713,19,510.4962624614312,197236.59892145605,114,2,2311.568361218213
67711.54088681733,32,453.76354244291963,115712.50550852125,57,0,1130.9620899342367
36819.19887529905,31,688.16443409264,213235.8603252399,241,4,2269.7433953956142
42276.52242809157,44,717.6118191640759,216722.0613915725,61,4,1775.3585394848105
16569.2581628959,51,712.585174569434,200613.1295492866,39,1,1316.3537327690813
46205.62144315388,46,620.5044148494977,167323.52984555677,301,1,928.9832410593799
57282.895719044114,55,710.5501554748934,157671.02956467724,323,0,3320.953317869537
42395.03476222999,57,688.1126338364955,188520.7094448277,14,3,1624.5195659672584
40976.74060954084,54,418.63356378895264,155816.40432178637,263,0,1175.156449648924
51220.63066939185,64,660.6619041965749,95628.37769970448,27,3,2109.4101990922964
46488.60446419309,43,724.7307338681044,246075.33058908675,69,4,2502.6212750746704
45844.95546827955,40,662.3455740876655,199062.9959031358,124,0,3467.8639311756424
56787.49182599312,23,673.3813590638734,232852.80733380432,357,4,528.1322000470573
17420.72067915556,39,703.4740598504821,174831.51593861356,305,2,1538.7443262805964
47470.81934896515,42,586.2379604535602,121912.95820766769,12,0,631.4116306482395
44051.23287227859,20,607.4812088096163,192941.3985868853,348,1,2156.142467063803
14864.714578109102,35,625.4545081733473,236569.20677120978,218,1,1386.1893983776304
36767.05512671049,18,746.2339443603529,128875.87457067874,294,4,932.5052316793924
17065.79956006872,60,590.1935763736001,223041.80893055885,318,4,2076.8069333406165
63417.18612194867,43,761.1521762172089,152243.04640459688,26,2,1635.3069138626638
65238.849302165574,24,494.34017024052105,273859.73591913446,13,4,1389.248349921206
37849.443769184014,53,576.8419153403879,133073.28343340015,257,1,1371.4238751271073
52510.72542313692,23,701.4347620131311,238291.72392266945,294,1,2657.6928756845855
60542.255572832546,64,710.142813550116,250249.78646860024,150,1,1239.7629632706503
59637.28018662917,41,865.7330261894232,196524.3541569129,275,3,2947.9184388994117
68421.95894692923,62,607.4678471800305,112134.14558234015,66,0,2347.5236124097305
27913.145120028083,24,791.034293836819,220427.90455290495,27,2,2206.3148199400707
73305.78249561427,35,801.4070206459903,229163.25703560188,161,4,1087.2045962770437
54961.72159645482,41,518.1510893782349,200598.55621077953,196,3,2493.988948710195
33756.32799987427,47,731.2620013827575,158043.5603139235,253,4,3246.9208178782715
21187.4559909221,22,678.9693493880768,144827.216480344,347,2,2365.8465334254406
50898.98821158936,28,656.3872963523987,150314.81180428737,101,4,2195.8257791291117
61006.955715432734,37,723.983043110374,170989.0839957281,268,3,1663.1034711175307
67421.22880064063,69,561.3040752502425,229371.13148741805,282,1,2762.9701886946186
59863.816983225,34,734.910515665801,177731.2344190139,159,1,2137.0847414361215
39346.11299684708,38,581.5370944415045,228847.73966322636,43,3,2863.7779687038574
76710.15267563048,42,649.0901163400073,144263.95350209135,191,0,436.66607268722055
15132.97634868943,61,590.5348627431512,225568.5995106401,170,0,1282.7563324423554
54093.04037337351,50,757.1154592869398,93170.10980637204,127,1,1555.8116666066835
78970.50146010835,49,651.6594829348794,203484.8709660955,267,0,1261.3763888620836
54263.94495073778,20,653.7551750353764,151814.5236505516,181,2,2567.666347786342
40274.28591946198,40,626.931417600383,284426.386939471,212,0,1571.1162500411078
36563.65417340983,18,658.0057969793462,285074.71723853354,169,1,2025.221463714188
76714.60812651628,45,479.54236281929866,123632.20622560603,100,3,1548.0973692061202
23140.74375939555,48,569.6546969922726,256258.7499639034,111,1,3153.3722203989682
48962.15904093655,35,786.8594229239144,189748.80874079408,294,4,2623.53003558223
45089.58805806222,47,579.9361031129763,132992.04433115578,49,1,2753.2942917767696
56237.40823745118,58,606.5686156913498,199816.08889987765,243,2,949.1415587615072
14456.205601888127,24,532.6335691196349,212709.73728391025,249,0,2424.5737028318654
16741.213891325264,49,667.8096884772584,307219.1491863971,303,0,2279.9022230224973
63602.35956870782,22,711.200940273634,216528.06498660968,87,2,2356.9283004269755
40630.483404140774,20,661.7648430569029,137253.90830424268,349,4,2542.6522216068847
32579.06430984409,69,753.2720317843217,187768.60225900947,341,1,2259.6068718063957
43547.39557262711,45,662.2182051031119,166903.6241342904,238,4,2887.7171074118087
36030.02306721229,58,750.0448182332094,200648.38867240743,271,2,3561.0029623016917
44493.85941509368,43,689.7185058183744,286517.79431505,253,1,2760.9536263941072
49529.48457174933,41,591.1866731769044,223976.2568038419,168,3,2656.716369668992
67163.29301435557,48,544.9853212362976,243933.7726293335,224,0,2368.6830084383437
59980.559707846456,47,662.5445157942991,159842.25467697502,102,3,2191.6725022556448
57850.42960184926,60,650.4395180095672,286362.1267249876,300,2,2143.0313085417624
62079.20338995948,46,783.1895058968051,152969.7986695668,198,2,1431.414731062824
67185.98529847822,32,840.4964058083674,281602.8648931663,330,0,2752.512184914549
62952.01806456769,40,665.409875175246,233258.4141068142,24,0,1793.174531598081
49298.619985680176,43,699.2115244921797,188408.68453033394,126,4,1915.7023146324473
40036.535490691764,63,637.9949975846297,162332.03945664648,226,4,2691.521888054469
52647.569014614906,18,536.8736919452008,178150.70143647093,124,0,1466.3633204286734
75667.91647651653,33,743.07691927844,153626.98420378554,58,2,1691.958968362475
54042.89679276625,38,731.7767394780271,227800.11444183704,359,1,728.4608318860332
59487.72320159499,57,483.61338835581137,214357.3714012086,41,0,1584.0764881923506
68799.26558999834,38,671.2611985690064,208938.81386263046,311,2,1219.9113840032314
50882.19545799011,51,411.12767308533125,160978.71675516732,213,2,1489.7178099340167
47938.4817459842,43,600.6610026398603,137996.13196849482,311,1,1158.8489647766728
53397.93194797676,18,603.4367406100906,189778.23631642762,199,2,1101.1885842447723
59904.4968877511,27,597.4628263519822,222789.9956673764,201,2,-21.028183027539626
8179.439258174025,62,732.3760686535527,116923.82857855437,26,4,1440.552275256859
40211.57190542859,42,480.3639412320354,217352.22131651538,251,0,2326.7517942894697
37751.04112705473,20,624.0374846601867,290671.2475099498,183,3,1389.9502158710748
65534.39184343032,35,724.9207982831774,217551.02525886078,20,3,2353.2512640851555
37345.837699217416,40,849.4668690636902,212519.43901203133,346,4,1180.0359401720189
22428.33586532825,20,720.390740200595,186478.65574431658,62,1,1741.7834435192026
45931.90407029009,66,602.1046178874045,215035.46104950603,266,3,37.385398969886865
45945.35838789764,68,566.332049839936,216107.03641697523,303,4,1369.8721482656983
84012.6896218457,59,656.5133543085643,225138.0974890102,147,2,1790.86518886223
69384.43347885356,31,618.8509651367634,198577.87162390313,164,3,2345.267275901441
60117.349681083724,32,649.2828048429772,324395.5717399295,142,2,2884.2228520176423
39807.57177229949,44,807.0593790011216,238393.95881502752,137,4,2423.6278099558835
57668.01469655839,61,653.3019108924927,207672.0867227737,192,4,2283.7645400173096
61448.3323849475,63,621.2829141472175,220207.03466975893,37,3,2577.4582937338964
47802.685459373904,35,543.6919747970915,157356.62230248397,122,1,1777.164480844925
54542.96896072103,51,752.256213943623,266382.0894934076,74,4,1633.858884833288
62732.87236654482,32,813.0737302285172,190968.86747874127,347,0,2295.1984388661276
66039.48281526257,24,525.2531598136372,232766.07709183916,133,3,1851.3231726956908
61625.85431898989,48,768.1993059095444,220922.1647988008,297,0,2765.599609962566
50911.96684463853,41,751.6911645707557,183773.8235245685,132,4,1666.9352984992474
46320.047609783505,53,782.1807347131538,199759.46022456622,327,0,2918.428319509042
65875.170320844,47,790.8554740917107,163323.94034178724,313,1,3104.3308604901576
55852.199853138,34,678.2639114571515,241004.18016987777,48,4,1902.0729854800586
16522.695671398687,55,637.1487619496489,183834.1870992886,218,1,1325.2758781077366
58642.900986979475,35,706.589241640207,201165.64564401784,244,3,1444.7320958282712
57481.990874255214,36,664.0591020524331,169424.62027564255,256,1,1248.4686966474906
96367.5354564425,36,707.9063077088533,237698.1108508999,258,3,2297.622469093907
47349.293419228066,59,627.9614922968625,191212.36858772335,82,3,965.2286562933045
56279.319479135294,48,734.830346202355,270179.94249155757,246,0,933.6891808821349
69819.35769844666,50,539.0246593664386,199280.4666955656,137,3,1346.8740896649729
48701.69568309843,51,732.4427374330168,160690.97391270322,302,2,2037.849870551292
46361.549815008126,29,762.5108011609063,169055.93224733323,262,3,444.87118559962414
60510.030395303686,49,625.2166311247231,293962.6093928319,289,1,1567.5606100139194
48381.81317418566,37,673.0966067720105,241853.96121534402,310,4,1900.2854758090484
57880.89791660037,56,707.6204047739055,231892.77399758936,49,0,852.6213148192694
68179.02962087584,69,703.03901307518,272884.1153342964,184,4,3039.96362242133
25568.581096522033,66,774.6767093585499,243487.4880632648,21,2,2721.364538624145
24045.07573302858,50,704.9463318094051,270907.31110539683,124,4,3340.399449217223
45918.17952175248,47,602.1136412144098,194439.34029035212,81,0,2665.760851568015
45559.82801251921,26,647.4150480850313,221875.5329283138,76,2,666.9528844347196
62337.722903601854,46,596.6263062308182,221967.8242379585,143,2,1999.4636506099857
31047.769522125196,47,666.4887520704415,239985.3333462778,81,4,1963.1043043314194
54791.34436008077,59,535.2910700958872,155564.2686108332,353,2,1615.214769380499
62707.47442251218,33,691.4576215203646,305936.7330909303,86,1,1381.4893875772955
41727.72809333526,36,631.8758172466413,176992.1593571096,40,1,1018.3044434859261
39327.47322979222,32,699.978246420314,196091.1352999756,89,4,2015.931722210656
50280.74568781268,42,538.4814934743114,182763.59621159983,63,1,2503.742978378005
59122.00452211863,66,648.965958843178,316989.1499486548,318,1,1076.2457024807545
65423.150327799114,42,520.5253090514527,211549.86647160386,277,1,1610.7538272542924
61876.866895575375,58,586.7582203499541,161613.3634000191,271,1,489.7617855218141
53519.65918284483,23,879.2135252020505,116760.01374394362,161,2,711.8294772527815
53043.562337858246,40,724.8533032364016,256385.49236449105,283,0,2519.814895503084
70363.82747742126,19,603.8847275341104,182447.12879284352,286,1,2824.59356829942
60284.33356494561,64,646.8131127364799,301691.29333020875,40,3,2220.4059515615145
29772.52654916451,54,660.5752098098972,151974.5872877593,333,3,1883.484527776058
47453.341756750924,61,605.411265391575,205001.81299234158,117,2,3587.1022724784166
52712.86754720178,28,456.4421560694864,191820.50025827633,181,2,2250.9750231437965
51695.4017188042,45,708.610029159296,145015.3816987421,224,0,2177.4614485840716
52545.422835864054,19,482.34298012418367,234128.14465424043,312,3,2502.478879136019
32716.402795713075,61,714.6342505716503,271570.7383054944,229,3,2253.635229028331
48133.02897689367,31,636.3535545435199,267837.8191152646,200,3,1894.4209724722548
67402.89300663283,64,560.9960017933431,114369.88416042992,92,4,1643.8676251330776
46172.813462608785,56,606.4614285057636,172419.25398794652,344,2,1395.9179600343543
34331.401223831934,65,482.1557039036282,221809.4746805756,309,3,2450.350922811881
59799.9083219657,68,738.9263915292588,187269.34951060673,222,2,1302.2844555768743
73448.0867948431,33,673.8707958615541,283599.79907281575,42,1,1485.0534094762454
40439.93456127845,20,841.3987210905918,209297.57381469425,34,0,1693.372543725805
44600.785564583166,24,552.8386919426257,145009.1998960614,352,1,1587.034854449404
63114.53871888219,69,642.7953566361025,201462.01853316568,282,3,2828.885378402513
66153.97881103377,40,494.59488668767995,223510.57406029632,192,1,980.5141341880282
61931.247810617686,53,604.3445461072046,231639.55574043794,302,0,2220.70779004134
64610.67025129185,49,504.65826639073606,157656.46700426398,218,0,2470.267102057835
39026.68461364297,52,839.2344184497802,170739.20925889895,40,2,2931.492122703786
60566.09551865638,54,562.3234028461853,304987.4515154807,45,4,2926.570626057931
66275.0353057619,56,651.0177364369107,331473.5733340414,260,2,2350.301990808976
69024.51735969842,47,786.6577625250369,114645.73695859613,260,2,1635.4817795197446
42591.68908735193,30,672.9571253585017,194568.8769038691,151,2,2042.3124787366485
62186.27949918654,28,702.281869064119,228168.55249829282,25,2,2525.52868780263
23947.02871964791,26,553.7822676254483,167615.20396166304,302,2,3131.01621461799
56801.61429027727,37,439.2035955867475,249029.19861318424,85,3,1857.8416334192389
40222.81905937706,51,561.0869401869413,230020.08016631575,180,1,1527.3385673275566
38327.98959097577,31,646.9703698962816,252918.92630678986,319,0,1511.3406470569957
44770.53510023442,41,670.9648086886295,204027.17397527586,188,4,2299.7491250630337
69372.17697976016,20,568.7169115941379,134813.73643575324,213,0,1027.988692774245
55745.77124783398,52,490.8478458996241,192512.4861667776,65,1,1432.331302526664
34474.28030698882,21,594.8347650123562,173168.9622204785,288,3,2873.0189365446386
21566.6907509575,24,494.04275651179137,239487.62145943922,181,4,1173.902113339512
73057.30062986659,23,751.4131016263807,176574.51727249633,62,0,1802.159979894749
47177.49212405592,65,768.1926841928283,173036.11221179736,320,0,1249.3859233820747
45911.078407308356,38,619.5156490844724,174088.10218730028,92,1,829.1113510932003
12595.5178514461,40,743.4719679586001,61158.901654106274,223,0,2814.8250788691344
52931.50129700238,45,554.4308332614501,184607.7757485527,32,1,2747.056282087078
60914.080148616624,20,589.4432371273834,236669.53794969877,37,0,2111.487009662372
59082.30589384631,48,688.0679270769929,163034.40352346806,240,3,2830.2341720436925
30776.892182693155,61,659.8322281068686,123402.41250959814,259,1,2830.274536578526
55584.39181991161,27,637.2265378440223,215072.03645592625,216,0,2981.141844357472
57673.47611703284,58,626.3123682649548,209634.2182572058,355,1,1434.7438061994935
43766.53130391381,53,618.1306740513849,141757.70326329538,244,2,2983.58388694953
54714.49715351577,32,830.8482039773936,231139.05075472454,244,2,2305.505455025297
53436.8102792952,45,570.7041744637168,178667.1167712866,82,4,1296.5269318631322
22834.313910236724,32,565.1839478352995,105592.83490011682,130,3,3194.4453692148813
44739.15316187503,37,686.3427649187297,107804.34953619451,261,0,1168.4239311805707
55995.3844946424,24,801.3005478077616,259570.51873655483,189,0,1708.9570449409925
48870.148950007155,52,607.1864943865666,132906.8753406398,46,4,2805.9821487182994
54906.58724783928,31,528.0798663599653,165616.30578924998,170,4,2586.899484560384
38928.863267038934,35,709.0303289313772,164835.31087049155,50,1,1098.4616026815443
31085.65316944491,52,648.2068273885159,180843.60948501775,27,3,2989.400395724114
57837.10459955261,18,703.6004187231125,216193.80832829958,339,4,970.976760300458
55504.335782207156,40,605.162898638313,177512.5149316325,106,2,2038.221273705061
40066.62449468172,38,637.1518386197642,222111.52682993282,186,0,1349.7981269580112
43397.53651619499,67,612.4876853172246,180740.87387202168,100,0,1544.5163330729142
41779.950290120694,42,619.0385381857427,234787.14615442048,348,0,1988.668027590457
65379.224086957576,46,688.613266184286,273871.8147799158,211,4,1992.7466868067372
42798.51333645857,46,792.2211163108877,248629.8485783018,164,0,3831.0944144484215
45998.97132353746,54,692.916904462822,152571.21543808322,38,2,1674.0513114261098
68085.88102465158,38,735.4407515610562,311883.83064196754,17,2,2672.5280910637093
69639.10212830198,65,623.2911464670265,255562.1063358714,249,2,2260.5664431871405
63227.370430448675,32,564.8081122317236,214110.4307058439,237,2,1465.1437083027631
52541.8914021565,31,490.3453705013827,139486.77595124432,307,4,1035.7686762235921
28088.926360611586,26,637.5631621802047,289236.0756649952,319,1,1013.8161905408607
60678.9906305217,37,556.7221443819141,221975.65619632712,94,2,2580.034893350754
73073.94577136735,23,725.5101530103831,170164.66075395572,350,3,1103.7140791127204
43068.985413580966,33,565.976592008961,87524.1943507431,158,0,2809.5652943901205
26120.398202086904,23,642.8845436488148,175644.1127866399,322,2,3499.8070273141648
49600.37964957938,27,460.61496424883217,222579.1590828076,257,1,2535.9433539465545
74264.66651193079,54,750.2089498118102,173001.38833180722,343,4,2368.0402938918555
52815.859847747626,43,591.1319931807894,197844.59961836948,202,1,2254.537153274029
44518.966931148825,30,737.9701293099093,237641.68496083887,144,4,485.3488078094183
51482.591509887934,42,640.0823137780317,172494.8890472728,216,4,1781.358126871681
54677.86506577171,26,698.4478974344684,240909.66902809675,108,2,1425.7374665042712
32971.39957150364,48,690.3761845395456,166842.48519427088,356,0,3015.966571149065
54227.64956003076,65,694.4874323128284,128016.60195980393,330,1,1776.6974071244167
81330.36655421129,20,632.0438958846004,252258.94989611208,93,2,1690.70660106035
74572.44596148357,40,736.2243502992615,167716.1743810769,41,2,2841.1599564278995
73352.08136769378,47,704.0913711495328,162671.00274616908,82,1,2000.3665185068548
53448.50189525032,33,619.6637357984991,279684.8433782386,353,0,1640.3363357145583
29939.21089532801,41,556.9435352793921,171700.08667858594,215,0,1983.4022368726605
42635.57450905762,67,855.7089909678452,210010.7949873166,194,2,3201.9151024482044
27089.767188444453,22,735.3539024996078,251934.11217267776,64,0,1379.0058077505275
34113.50004246013,20,574.1503690555595,230559.6101922238,50,0,3445.692191895263
51272.17317957267,62,477.91592833418093,111022.95464395202,267,0,2802.554915840662
69758.67162513657,37,722.7513840004749,235821.23120100834,45,4,1407.0903088789137
57614.13467227892,68,764.7468449529474,187706.92853387728,351,1,1285.6554867133914
28938.495978406245,53,612.3172783172329,243241.2406392418,115,1,1062.985143054841
62205.73288892183,41,690.5842779372517,142550.8306650672,133,0,1913.0221027252176
60641.56024216626,60,579.1118408079365,199620.80852146074,350,4,1857.1070720439668
46412.31389871943,48,483.72612296701936,267226.7665098023,36,3,1907.326485226387
37343.12484893439,24,733.0354277757384,169838.97926695473,279,3,2543.5842738215188
59226.298499672994,20,604.2381754347872,245916.88029401965,322,0,1834.6012432095565
45500.54297672843,63,779.4145684326108,208639.6313205027,37,4,1885.0655443178273
54178.75818524503,19,740.743169654712,295187.1774450121,357,0,1505.4721599792779
44377.01419173349,38,697.50986096283,158705.9610523041,270,4,973.4263744907037
78106.04575013017,48,680.6036147925192,128336.2911538514,159,2,1183.0544972582668
39170.43393030616,61,705.3583613255299,198487.76670211944,289,4,2105.35246737259
37964.771676241595,53,676.2111029239902,242549.2595562898,259,3,1559.5790880599807
70018.55288307392,20,479.93169850390194,172359.88990597165,15,0,859.645167427231
39560.90828586073,45,769.7596617568786,221095.25365698332,256,2,2995.8820815852364
48471.31692181946,41,724.4661032634351,170109.44352419738,340,2,1147.0011542145705
49164.21944160425,50,533.4953919772013,130430.67579321175,165,1,3328.9012622891014
78389.02293225387,36,593.655512170578,156947.61545678772,340,0,1890.6733425392558
57615.59390651589,40,588.4767649581464,147915.6505247151,90,1,3401.033346305192
42409.4529241911,25,562.3056321702422,144450.4971315223,246,2,2526.766606776936
90177.37009515171,49,843.3803289437652,246715.672381921,30,2,1210.2106868385385
46068.02978424729,23,782.9106685354404,256328.70801354857,332,2,1840.4575758460887
47921.08805202992,64,630.6260418758303,144894.96346683835,118,4,761.0148794864638
19130.582522381734,22,609.7152969978797,243733.67450782243,301,0,1404.8239874756446
40296.282619973834,51,624.3399810680633,209576.14825767712,201,0,3184.382062593495
35147.10235533791,53,555.5781323228974,231060.89951844062,153,4,2942.085780683163
46556.40180239109,49,581.244592251757,160827.54267588732,148,4,2602.1995727320236
59789.77198047018,68,796.253820123838,258113.15887333243,299,3,-266.3248441097221
63415.81583083696,21,743.2568163556623,181515.751326964,359,1,2886.8201873517455
39555.04316588996,32,620.3617841792227,93548.76892025581,51,2,2010.485667795096
39451.430250243946,69,846.2586598624167,159159.75297497015,241,0,821.929465422063
64226.04303617233,69,671.8472428069333,211985.12987146102,260,1,2972.2544472902673
58296.060537970465,44,742.1330168145284,337149.62315187627,64,3,873.2317092628205
79370.58154330349,52,634.6361715326078,154309.24494666466,31,0,1609.8632446184295
56666.83700432902,24,621.4300662388866,219929.01068335975,277,0,1208.4339343032743
23846.383083193585,51,580.4360210992162,135322.4684516871,317,0,1331.160401377966
53730.47651143264,53,588.3247144980475,250653.38890864875,196,1,1137.7310585435478
24894.59181057398,28,602.0883346500758,199770.12790619922,32,1,1252.3071317064268
47912.71328624202,68,668.3439955714597,154504.4185156497,23,3,1977.5366967705988
65260.76887563247,68,663.5415596928103,188865.94564210164,160,4,2239.5550581386615
33752.41353873818,58,646.015936428817,247068.17489053353,127,2,1047.6636857160956
45170.26097320308,29,606.3092793651297,41476.33664542163,245,1,1708.8126101696007
64015.84760033893,35,782.5516556094888,164003.88314473524,255,4,1721.068656164217
22362.303057588855,31,433.28225726504303,225738.3449313166,174,1,1357.3174625710012
57949.926428017774,47,481.0405724955316,210527.11845826058,308,2,1465.8891234206185
62209.763832207245,55,654.0381121264992,188769.1850129614,92,1,2094.2721081873888
42266.89331616184,25,536.5369894545373,242510.5204483465,186,1,2807.3713723894743
43127.24559429467,29,558.3018912018381,205292.24664523138,182,0,1686.678886842782
43195.36479925166,30,654.5485348304951,188696.73427773136,244,3,2165.7326125340837
