income,age,credit_score,loan_amount,tenure_months,dependents,monthly_debt
44140.664685662734,21,643.2996257314501,284255.4929550323,281,1,1080.7721284273084
31852.37619754912,66,783.1609106243675,235807.8442567186,18,1,1711.4821184206673
42509.79425440196,24,595.1883028589065,272067.22672837606,191,2,1755.323128711421
42107.67511850781,57,641.6300984142606,217940.2854379481,74,4,2792.1097737618566
23755.92418305958,47,601.4769444633769,252099.59474897973,225,2,1597.3455247539316
43358.650049169584,51,660.3155375491697,347952.8257617914,175,2,2144.653415794413
25477.897565837986,69,730.5206927248407,281787.67296290706,266,3,4975.757974916312
43631.939506662464,63,739.5560658738702,185190.54456178757,75,2,2934.2748438694575
52377.7466299392,39,702.8231917831109,246847.87007318655,81,0,3032.445925657804
30507.536052737505,47,637.169913805047,237508.48268206159,147,1,2170.437425075373
47468.996415158195,35,777.6332862001032,163807.95221549176,169,3,3822.93487742952
46412.820983034944,56,623.1727967937416,250512.75576265206,290,3,2386.3101004670625
27636.948181632724,56,770.0878253137563,115129.31849556901,73,1,2694.116739146189
28204.278631197674,54,659.0379951253763,315926.77116402466,112,2,3472.163884361772
26514.006411383623,29,475.66180909243195,289628.2007948575,69,0,2901.5060523106426
23546.87185395546,63,594.1402099066294,265514.15881684085,336,2,1431.3390460680853
25058.00487649337,22,634.0628774420748,222823.3860899982,35,2,2190.665280655347
31317.814117632326,35,710.2007252429303,251703.52953601282,271,2,3137.3868843586
39780.271226831595,31,654.3842240303018,249244.94078030565,231,1,2258.104412237963
57716.13186918748,22,692.5907745744278,284650.2754963914,248,2,607.6339881295362
54822.185114637,26,644.4092280255913,250969.50920124032,34,1,2600.570979400031
49099.82291332188,67,553.0203649958286,246845.37657150225,123,0,2234.1170466172734
35923.05553849588,51,662.6050437088946,344811.9782097783,100,4,1267.8699183522533
35359.815434163545,23,686.4002806456947,262659.57585312845,350,2,3278.6229964586487
30429.131594331127,34,639.7672099871774,244080.23823921283,148,1,2251.0322673273245
29152.99682266007,31,632.0279851432886,312886.3726072797,79,0,2138.196573471315
47911.57439540498,25,836.2967180729286,398953.5493910626,72,3,802.245666330063
32436.531593986103,22,851.5597710782041,296151.1206540569,141,1,3553.0016840618996
14032.069029863329,25,564.8592577682668,236880.02132400026,54,3,1358.8569887362225
57935.70899088652,50,582.8030322106647,298189.50068130495,98,3,1472.9023292716463
35974.56186572251,46,735.3202401795221,315590.4507568144,82,0,1028.8235943250631
52342.46843539632,56,558.7157468572124,239820.38838987314,352,0,1668.590068646933
27980.824173443238,18,610.6574039949866,248259.98453092447,104,2,2477.22384219318
33707.66898941401,35,545.3378236634543,266884.8731301148,254,0,2647.923633934612
29651.3383494063,59,487.3193284114434,238384.07652112033,57,2,1490.378922183014
16183.942643704893,44,591.2445925343332,229039.3152972095,265,2,4323.641793153734
58052.075472721655,31,675.2902226775722,150093.2203409938,89,3,375.3792055075434
10464.945985813849,52,784.0790071879325,274027.5810274199,15,4,3272.2525094071566
31693.147783671542,59,871.487119405857,268969.884299224,113,0,2434.7792326628683
38190.814952349894,36,754.8511969913819,148511.6028435102,263,1,1238.5795156958084
41904.52874149949,39,836.5351137353434,309877.3880983375,144,4,3503.448902373217
27829.024284808067,26,849.3548968074102,218049.41495809934,250,2,2157.6542326838057
33662.23659451966,43,933.6923046056627,229896.00125817407,117,0,565.510987353655
41947.68129669585,35,782.3000027327271,182878.56830309838,107,1,2902.4934947746624
24773.893800550475,47,576.1329896396462,295872.0674905058,213,1,2239.346452560327
40377.50678655988,59,679.837541604712,235128.54169910183,300,4,2390.7122899367996
43262.77030490815,68,461.00517100858883,160158.76726574663,186,4,1890.7526674312944
40886.4009274234,69,503.41159439254983,313164.39627795725,121,2,3034.0933883900666
32236.414790152732,24,622.6651242244709,278627.28271694283,266,3,3071.8604986511136
43662.43715743325,63,531.6682944422702,303791.98923129024,77,0,1550.561110469618
23186.27129904443,64,525.4628482404139,184799.9241671391,210,0,3327.7948710126666
27326.794909894044,43,729.3463951935548,246157.3039376897,320,2,1631.36098969181
27669.80129215333,65,605.8758768527616,322587.8289121807,196,3,1789.5994789595272
44821.60750285335,19,797.9033769868093,219390.9336230092,16,2,4087.5454650551183
48240.11078491305,31,586.364704779192,291765.29010183056,152,0,2222.4558795027892
26711.231022123757,19,539.5323691564976,280124.1562032372,35,2,1826.2023951023614
24821.599053735474,60,763.9582981387189,255688.58847022994,202,3,3081.281435110592
41967.33993680054,18,497.5784660527564,298158.1260306448,56,4,2579.397704211798
48247.82255512571,44,623.3521657958053,240798.1560305689,87,3,342.6745112331073
28772.158180136794,18,678.5868444207904,206500.79357279796,235,2,1726.0410221645118
39704.8373062352,46,489.22774311962166,210680.17954993452,247,0,808.1856185490184
20475.3848350794,55,585.6463835080331,232475.57482640122,321,2,3687.5089216739852
26407.173494436953,66,685.2229224989475,201743.56889606704,14,3,1284.95183570185
46760.63158953549,43,663.8284837348039,196057.9706475423,317,3,3548.8399840293123
32425.991487301333,23,644.7661327485871,178437.11846369278,15,2,2358.8287367993803
35500.75896301551,40,672.2776907597213,204399.06625636644,236,1,3878.397427958469
37047.35794766386,24,614.9765647224062,197150.8935745939,220,0,1621.4864412096406
62627.10907910121,53,732.6317371539884,302154.1579665497,139,2,367.0786282832977
41762.716535221516,67,726.3979014039753,273527.5761549947,272,4,3158.3465356798656
35901.94116253132,68,497.4974319179994,292239.08337830036,297,1,3748.9776450391396
37336.123478978596,25,570.7112845945367,83285.36342368997,86,4,1715.9116615598518
31647.595751779554,33,528.8921930354065,233537.29187577715,276,4,2258.5850330544467
37660.96165834818,31,754.64572486397,191106.31197075028,211,0,2577.486262235616
64417.17769899852,27,541.5612300860564,149299.8786661463,146,3,1644.4054500775858
32107.761786914492,38,647.1294937812967,227275.4469369354,267,2,3435.7366610543017
37307.64255647699,51,634.7320703776925,261250.16726688656,22,0,2548.2529609782946
25891.92853265699,21,680.5568288968119,210985.31772762092,319,4,1023.4404865432034
24432.56827438126,68,586.3393008664578,279483.57710062957,50,0,117.46362507944859
31106.278462837472,67,713.5723942657606,326116.4368174424,129,1,2963.4445994219336
18002.511786257208,37,398.88046855298813,237270.65099291276,225,3,875.2467687426969
38899.807002360816,46,413.5874254567368,130540.687982545,197,1,3855.7542868279565
53886.734087108794,35,558.4207535152993,242434.32718535434,315,2,1617.4877700639859
32833.329907459,34,609.2499168285907,314500.73227057856,141,0,3021.525987409071
27054.36590478935,34,618.2885009686108,200664.10316055434,261,4,3415.19308664095
56922.21018618525,62,687.8109131302633,257486.36727026754,348,3,1555.2901537393204
63454.93262685759,22,686.2242371976781,243624.30786398027,230,4,1411.333090164792
25757.24846162462,20,644.7307148569681,283133.1525516054,318,2,3964.4284455182847
31232.839311298332,29,841.566426080469,196867.2165595681,331,4,2085.4788116397267
57770.83420524889,37,729.2424438022491,147635.856598445,347,2,3056.846123943276
49069.1587240734,51,537.9152189105698,241033.46032457307,120,0,2805.8362498852107
46794.84567538685,26,818.9091963762531,134319.89155298434,205,0,2505.89616611486
47620.010591629354,40,584.0373244979329,305619.7050021214,356,0,2866.2352902855973
38175.38582646598,43,797.6335837582463,190375.1280363234,70,0,1985.0154671335652
33005.191742324794,19,727.0394062150181,194510.4796661633,158,3,-217.76865289846936
28172.729797454653,43,385.71585045652796,244770.8794990337,186,4,4144.045229179491
40540.240030717054,52,649.0438073356048,234205.72717274146,92,1,2208.868668687281
38028.111584013706,18,684.1743983317513,397940.9076118375,122,1,2100.1078496239097
33870.95510628803,40,751.2182777594394,382862.0371452258,147,2,1673.8523947558222
39572.44275788417,46,673.7610351946031,359311.5944466205,123,3,3751.97613808829
44681.28597130679,19,675.0229430758767,317274.7347760139,306,1,4758.088975927035
28512.5944173586,22,808.6044562796014,288781.8085154478,55,4,2568.879844125253
41226.718387974266,67,518.3495381540373,251954.62699829243,60,3,2832.434728262176
35313.61194556266,55,626.3924797278069,248672.03842729618,51,4,2530.162278299195
27937.244858852697,53,517.4666790207052,194395.6233564847,199,4,1166.1107047737228
17667.67078322875,35,696.1552704562587,383923.7022240461,146,2,2373.5949568328087
41414.24097675667,33,714.0690343581861,286708.08505511907,27,4,2355.9821521741515
61505.15914701294,62,713.3918094625228,146635.7463501145,240,2,2781.714978884823
64872.122505894265,58,601.9026016961253,321144.4955577835,170,3,2413.53742576646
38187.20639305707,59,482.5074317507312,178581.1286286674,271,1,1376.6729028344757
23958.629071942392,18,522.8557475393139,253279.64866350254,296,2,2560.0235724012664
38170.69957850583,57,837.3298825995271,254131.7628487427,164,3,4103.4080270145805
22008.959571276297,24,690.2279930272413,240220.27419025474,252,0,332.985184299339
29578.55047330921,35,657.7124964808041,358029.12995563983,304,2,1832.1969124093948
38533.07526899027,42,549.5308051277904,199890.4386514449,355,2,2743.4774463084664
50117.42461092077,43,731.4618450923533,319785.1317439157,172,0,1317.7966917283036
43506.06708984831,18,365.8580193722436,175704.6637391338,25,3,4512.358550437078
57846.561262617244,26,516.3098230329294,310026.54309015896,347,4,3845.4065689125205
44754.31363623135,58,491.1301100395531,227631.52325529818,223,1,2134.362497150642
31684.642874011988,36,819.0896694729282,393994.99470240524,86,0,2349.476158751369
48259.46840710046,50,619.7172818150153,278916.3076179282,240,4,4563.242937508663
35964.18660898714,67,726.9519511714478,234276.41761963672,332,0,2257.558060873675
47163.47625253242,38,460.6068274895756,232259.99388980583,276,1,3786.4604223219876
40520.85544031894,29,612.7384819556975,121351.0097225125,352,2,1869.6221078191224
45770.47523588217,45,668.0891208565461,334260.8585416164,46,2,2491.7709210915687
66492.06532515102,58,641.1721378763889,175375.23382578796,169,4,2503.0756835815323
18794.989308780914,67,658.1489881376021,284273.68984878244,103,1,2114.868850275389
33669.41972860799,69,611.5026369673352,231906.12026422995,91,0,2014.0874810093114
24000.117073403475,49,496.4280551409387,375598.78003801795,242,4,2578.401662796752
45583.23011900681,43,609.6763377919666,249789.9336288291,267,4,1192.8458771915377
41275.561044951726,47,694.0994008330805,226796.27154383768,354,4,3565.5315751318262
24050.454496499384,52,859.0621309577887,174865.47187737678,272,4,1847.8599350209322
45023.7284982362,20,695.4640871187087,351327.0497559914,111,4,1612.0413136227223
33820.97460219187,36,607.76742488373,235836.53533955288,197,0,3470.7247066165223
45545.879348977556,58,549.0010163427534,385305.2164342846,355,4,2378.2024892692684
51472.8541186729,60,634.158062774841,259370.0551185411,16,1,2535.4006870400895
49154.03244121574,61,616.1399373062649,286283.32337066584,304,2,2481.273805850468
42577.22997555007,29,751.8843850511671,237592.8719573692,53,1,2875.922283931694
39219.381405096865,33,733.8174109126332,115825.7481210347,192,2,3981.043469699114
36651.80603981503,67,691.3804992815279,218324.85394267738,345,0,2298.141507171013
51471.40041586787,38,544.5038497237026,252794.66143106073,91,0,4479.154770484818
40189.62995679314,23,593.8835258416443,199640.89518240397,273,3,3741.3464132521003
37543.019908048576,62,772.9356969673169,268551.165920504,90,4,1982.3024968191366
42651.63764866729,65,787.4635585668952,169441.25186082834,293,2,1536.3038579224892
48472.7518984677,42,618.1682749521221,212268.62841816392,235,3,2469.8593202071406
31427.3245460703,42,893.1767529687891,219946.9960094854,113,4,3056.865313506182
30597.909257067702,69,693.7826321702587,247931.65149202177,271,2,1206.1512821012464
45382.985980049816,63,789.791353643906,257087.52258772333,167,1,2447.539517424802
51611.13526289655,40,422.69620955171035,378153.6124488376,140,0,1636.5272945166453
38783.688887924225,20,467.5633684701794,294089.23338647373,158,4,1856.7223727407254
34278.21340391715,54,607.4527413920956,372683.2629065977,53,0,2497.2768465574322
52115.71011279189,32,620.0027098591828,214741.66171197282,285,4,3010.485601241162
26918.068774387742,34,552.1685935525373,354063.7933371843,141,4,2101.534806146678
32081.524634300426,65,592.9564640825073,146685.95455599338,301,3,2822.907643163123
30355.148443083905,25,685.1802580460359,240157.6303323776,295,1,3494.5934061013954
27464.20346727947,23,633.0073985031897,396751.64830273367,239,2,2055.350248877424
37433.63742541756,52,721.5288847456034,310619.3117926203,106,4,3022.0743069892146
32710.656606437864,40,533.5130793472247,397735.7998751738,62,0,2627.0991575896364
34379.943376678726,64,670.2757412684466,410592.0227290038,39,2,3661.075825476073
41424.23235027498,68,480.159233994686,245465.2894865118,114,0,2015.6774037700766
37451.94949075546,23,672.8051605333851,242885.86360995108,303,3,1193.8795882089387
53244.23996104151,32,656.4878921240646,313243.27599688194,242,3,1082.2960865913092
38287.98878937062,36,744.2199765247037,267163.6177669488,290,2,2484.93801795017
45811.305621926884,39,678.6641478846702,309046.76206211443,199,3,5027.140645709192
32078.682213549557,38,586.870505967805,273453.1872555637,13,0,2499.474235301016
57872.6343519193,32,740.4323335308243,159515.26078482537,253,2,2425.7107836398372
45151.07900369692,58,778.9348941146811,185709.0271837978,202,3,1113.1286084689502
47806.52935284501,37,636.5481541656956,266959.2152047701,29,2,2231.254075230884
34392.704066852675,38,641.14376343201,271652.26552747935,77,2,1617.8016746124338
41445.1796706874,60,605.2342170623762,311301.56405449664,15,3,1700.1102372816013
30005.785896727168,32,512.6184158346215,252025.3504890436,322,3,1196.236291885395
57056.8705734209,52,650.3391210714468,86523.01514956748,240,3,1427.7648411369894
46778.28004182264,61,820.0568301634312,285886.93071743223,159,2,1455.5623284636497
25292.7006590147,67,733.6618705254193,379647.1321592221,311,3,1595.3307273835271
20335.41649856554,36,661.7065918966915,235162.82556300113,19,4,3428.9396247099576
26694.736903386074,57,857.0910699804019,316051.21046252036,64,4,2851.8365084961347
45286.64845631122,63,872.6356822670566,158062.1265485474,258,3,2395.2075626523983
25414.13850137487,34,753.9230192331783,271218.02555066114,112,0,2923.8496160969876
29220.978847323888,45,605.924760959226,198622.930748451,262,3,1393.329419385578
28815.43158116546,38,411.04377402789396,319900.7103651381,138,0,4473.981376187852
33208.00031490104,47,783.2108058311514,275112.00543957634,202,2,611.9218467272332
53776.25215320802,39,780.1247943275762,213692.03137111597,88,1,3942.7923575675604
25933.925039024907,20,719.9324600191302,198976.93052548295,126,4,2644.22794979828
38176.00872132227,51,628.3998796945168,237732.24306219845,280,1,1721.2732297310333
33739.90076327292,63,692.3538946936654,320651.91646411765,247,1,3161.112173330169
16922.170934732843,28,646.1270503455496,246050.1793511325,119,3,3194.865253499854
32056.89364079388,57,647.9745318227276,306254.5976242534,146,3,1555.3609238115835
46201.70770883431,31,657.9844232162708,314671.80081219174,347,4,2226.347312990967
33138.642348024776,51,623.7173881443543,297439.84969682636,39,3,745.5693096901673
47050.7851680655,37,566.0279048369888,234927.5506100777,204,1,199.13335008788508
43720.86262189651,18,706.2231760266427,255584.76330506214,80,3,2174.3796374649164
13196.189331904117,61,615.082305159305,234269.01508910386,28,1,1584.5143057796054
41458.05159009877,51,823.5074058525537,244944.87588999735,212,2,2338.774207734541
38546.92744748793,49,600.0328702755038,280036.7998127883,98,2,3033.358727923843
26671.68702465761,67,673.0874063049594,258713.6875092564,189,0,2611.7712068486694
45511.660083584124,38,626.8837275047695,196839.81167455128,282,0,3114.2132719466667
41876.72281585908,20,651.2202133371513,288800.5497682999,314,3,2010.8929827189738
37442.831565172215,22,686.9013098131511,235836.16506184707,335,1,2704.0893773866514
30696.701348626404,56,601.2445228386857,357756.49746151373,33,3,2076.1712265540123
36334.49837836118,42,738.3668693707958,280845.04343298567,328,3,2258.7354717232774
39953.92266061653,22,942.585673354751,258810.1207965318,138,0,1386.5826236143532
45621.84508542142,43,792.1826499993203,252511.59888534734,335,2,3627.895343756972
51793.79431732217,60,798.1597854487825,303457.8636719136,129,3,1753.9214125255578
31324.94756312218,40,660.1498486936827,401936.6686096513,297,4,2593.5770393946946
48998.46306824572,62,669.864691608133,187910.2114961007,220,3,1296.118062623663
31364.553956616903,62,653.6906758255732,319923.74285801314,31,1,819.1912651730933
39712.04104847173,52,603.768521144176,209380.19787620843,314,1,2236.885761136538
41473.620621226684,54,601.7799378285077,251365.4415888697,205,2,2408.9536958543304
50539.988802224354,54,782.587463625551,240548.4754673028,208,3,2090.601735031605
46036.51700221295,58,540.7089822214139,283981.5778236302,153,0,1051.6859772983898
32639.756037278737,27,479.22064551638886,349472.4612950579,332,3,3189.455323348117
36333.92053470549,28,527.6855458739562,206720.63339121043,290,0,1444.3494868039518
22944.42757712511,18,867.6638612002472,255997.4187427017,208,1,784.2423844049927
16322.871915992211,51,593.1653141339971,248913.3415294417,76,1,3242.483450287101
47948.05284721784,67,741.97407272842,245315.7467717936,56,3,1667.3180392032348
32079.471386564983,69,660.6012631768872,342323.7044825165,281,2,2944.1410874304715
46800.44633088702,36,683.7956104375123,270397.6520442972,203,1,4868.32568056718
47910.75192412901,41,733.3453080577223,366983.3756091392,130,1,397.4781609506355
40853.54146232916,55,827.056730004043,213257.60884401365,67,3,1579.5922451420581
3102.1251736772174,22,523.7186959147808,233580.21333348096,60,0,1530.8477451684118
43685.25901013174,65,549.5329673946045,162503.40356080572,124,3,1676.697119071169
43221.87609151298,63,792.78233136065,297395.94223699986,165,1,1775.2800001878666
34240.790471805594,64,548.369325120639,195790.18931185282,51,2,1439.0255449856818
33251.376072985484,26,749.4116965801139,242821.4360329511,305,4,3476.5696831037535
17442.98907340603,68,549.2134772548541,294641.2449750026,14,1,2823.348617535817
40089.45210380123,46,614.6126997007606,274139.52509292687,134,1,3207.9895084101995
34649.929509209,42,603.2679798985703,393195.9608476771,31,3,3561.2751901739816
37030.04527915434,49,888.4974242404669,208217.5628818189,94,3,1310.1167557850738
14684.17326619253,57,672.7931808140307,158890.7522222059,272,0,1369.2586940852789
26688.708655708986,51,697.1638082200647,290103.44623509905,14,2,2023.9957774942773
41402.47827375909,33,604.2558549947597,262800.76892191265,273,0,1975.1694435508466
49811.61111968299,25,705.9958124090904,302968.9632130475,224,3,3963.0853227523626
12675.38188252365,52,828.2426137230243,247341.83244627801,129,4,4413.533168285562
39038.81334036329,51,855.9286237401466,309616.7937268744,27,1,1663.2822266424212
43933.20449119673,27,732.4774914058625,226324.39962797196,173,2,1319.641993743736
18376.56880826711,32,583.2790709118399,387084.181854693,244,3,2528.9294373713506
47150.759576764656,20,563.4193835789509,176512.47577963775,243,1,512.2858559138132
40014.341473821,52,647.6071315931341,151066.13524249007,119,4,1616.1008774721047
24254.258297628046,63,763.2217826183082,335315.2806943846,271,1,2968.7024140463095
52520.34373814849,58,727.7911816459022,285927.650979632,64,0,98.50201774514608
38251.73456103949,18,528.8259917073706,272372.81685634673,283,1,4672.768098662312
33496.12229214557,34,702.8420569305481,210171.87370024566,126,1,1128.8221502984961
34657.20969318334,47,647.6121906463217,241415.31494635832,54,3,1922.642122139038
49359.6438005551,36,879.0152187181802,169309.45893123175,328,3,2268.849150600659
38641.641665889954,43,669.9906891103927,335620.5093291022,246,1,4054.063118764767
47851.20849113353,60,696.2460803657913,243695.57045034712,129,3,2594.748710876643
38264.65961775307,60,646.1297509404283,262033.81459730142,235,3,1701.6970902779474
34345.1782958048,63,665.5230516257477,225228.94748751374,71,2,3733.775769518
50036.24136796418,56,759.9616814128965,263528.41624564235,22,3,3700.9166899617053
47793.505514885845,24,827.5685936351395,326036.77981063875,53,4,3581.3404483000413
29368.308696245942,42,711.9243999750694,112610.25651182447,227,3,2289.538553896591
42952.54984144298,21,612.9327773086854,332526.810331487,314,2,2028.4731020125046
37584.22893958752,46,596.3785225515426,215840.2604650417,166,2,1767.333401123496
31800.58997967679,64,741.1617351725674,234875.81078071365,342,1,3270.7758326441826
27137.77239120659,20,680.7581598194002,269343.1404038454,20,3,907.8382057696049
44622.56669542129,52,675.3250773175266,251647.08529610487,236,2,808.9721728823101
41259.88815575238,19,676.1454934083326,172296.65331444712,288,2,3919.5860932091505
26705.87327758856,54,889.6570846655964,241340.50714033155,321,1,2726.9435479897575
38275.973191969155,41,470.11559902851934,195598.69598463038,341,1,1906.710167725282
54105.13246402788,45,534.4329190078646,119361.4090155823,277,4,1109.303798110395
35858.204676323825,57,567.7198587510828,232445.02661271195,322,4,2702.3575421144915
23882.24983736421,35,694.0941077876014,240010.9849443008,237,2,1684.714601363501
50525.506248541424,63,558.3182808435025,338201.7839916722,329,3,2545.3465439457586
45030.63893216362,26,688.9630558285127,247561.13438573823,316,3,1980.717939106417
43817.59419163804,60,549.672270136155,257371.92066016785,204,1,3457.970611618138
14288.020101033882,35,513.1073700372884,264017.6426581819,179,3,1535.8855584874038
35680.248694245376,63,615.393734719376,266214.38001342415,238,1,1010.6634908905211
47990.87385990469,42,608.9883701210168,339973.28715401626,250,4,2732.6331255549435
24527.926972227535,32,604.7897225486524,305112.8000595455,170,2,2007.859795597882
27963.06871365543,45,739.1690475372512,231425.72537410498,276,0,2340.5085640746197
45210.38205847441,30,764.2128504233528,158676.67838351618,15,1,2071.0803726325776
38124.78677003155,52,605.1622081662991,272336.98967238574,298,3,1457.2713880665149
51143.271758879935,34,685.462785576807,307327.39154966344,242,2,2557.9900945583536
40490.41486883646,32,530.6524703241021,129050.3430237193,191,1,2092.7485726606124
12053.616450671025,23,637.8861086015173,264723.99010341655,151,3,3034.0710615469866
34687.37992335702,54,666.7207072699604,184079.5777473468,294,2,2045.717383460776
38324.85193460642,59,687.4732265384268,288726.37840926036,112,0,2341.789515313163
26962.464237395987,18,741.9009218599873,253834.17512883822,13,2,2169.408766003279
31442.425823088368,56,614.2351799561084,248631.2673102799,277,2,2686.6885795229614
33463.765260884815,54,705.4471021963116,284677.8375886908,213,2,1187.0665270150225
41816.082338934524,24,610.4360737535105,259880.0030995803,102,1,2217.1061483696612
45515.0305124905,51,578.5305722924509,200216.85008844716,189,1,2045.155400449889
42303.53418711858,51,747.0606399557873,206232.02241903878,212,1,2241.421354710689
45890.57109515471,40,736.2538135460238,226342.24918044932,278,2,2534.2593323151377
32872.40113106399,45,616.2853500746448,307358.5165763045,24,2,3526.532796227409
50243.49403325921,66,764.98247676024,284538.12158057024,330,3,1532.202623728743
18307.36692133643,50,614.1208979193518,210528.9269876818,108,1,3722.6173155162237
15688.716440642016,57,710.323114016801,303860.2355232679,130,0,2100.5390464314337
31644.17228925758,27,583.6924709098496,230204.43610835093,207,2,2961.0833559281855
27388.077096665937,27,675.4082609838866,217112.58921780932,24,3,2864.5984239195864
44644.054146116396,55,599.9705154184153,240530.6436117848,32,2,2593.4482774496787
10756.069395004248,58,626.4258036113847,379764.7068222733,282,0,1940.5788224107341
29279.601415814002,56,770.7194937735123,214796.20647979365,340,0,531.9674426445788
33482.84445527681,61,723.0966435681855,325422.89339672384,347,3,1488.176841548662
26030.576482912154,49,731.5977121885933,340473.7534880838,271,1,1764.5719103360605
40628.287553953836,43,585.3051502267683,237449.46182068618,273,2,3705.3838362415568
22254.369287252404,39,480.96174347224996,291327.35813819873,26,3,3145.028808352778
35652.29415606945,34,578.7232761360474,191194.22188206948,356,4,2574.122874199184
32737.817564934227,27,563.1995815163093,296674.2179336522,193,1,2297.0231397164785
16511.249490019687,65,652.253232676093,258505.14811191175,153,0,3168.4334857400313
26306.28752608287,48,732.1610527000093,229158.74293189123,331,2,2392.272394038814
33371.34287719326,41,684.6465220329364,317205.8929829925,285,1,3280.463583931954
27990.827624183014,28,596.4705352857178,248339.0079035268,89,0,2476.1527813310795
41279.17088540694,57,683.5185581790442,165247.17326079129,259,3,5549.601350875749
50531.977268295974,25,652.0612144060659,258036.78832800532,96,4,2313.4160729752966
49178.88226961401,42,509.25295170053414,328171.5559683211,15,3,2764.63924632068
29995.398521445648,41,619.9906291853707,203929.53325476323,169,2,4078.0193658892863
52711.78779703948,54,645.0052303460719,314340.75972106995,119,0,1238.6334462258055
45219.35535823994,26,791.9332569498711,126466.12328471932,308,0,458.2272005018026
51911.82510020127,20,708.6142781143861,340430.3144110933,245,1,732.4486750775776
19840.899563796014,44,791.7643199629651,316316.550484268,91,1,626.7680124167088
33768.46202888343,50,732.5542711477958,197161.60586429384,153,1,871.275251149667
41817.893643938485,48,634.7393249747299,344470.02382267115,268,3,2824.2662260637676
36594.66560385914,48,725.2206484389492,251467.21166388766,347,0,2310.836049722406
31146.354569509673,51,723.0348249891931,346522.5072068419,42,3,2692.154842481538
